x	y
0.708436879449962	-2.70712630605406
0.976304348830425	-2.51797123333536
0.974934775740856	-2.67396350810309
0.993388387253276	-3.2004905922001
0.98385529602124	-2.63419035186159
0.997067133156612	-2.57720837286104
0.991782911613178	-2.96674866127435
0.995660049832814	-3.28460847891609
1.00575394600948	-2.69804460864604
1.00454667090214	-2.92327571408426
1.00938997592317	-2.7853668532637
0.734758187878725	-2.67781421155447
1.01102782488909	-2.52259784879887
1.01273679122369	-2.85127502911735
1.02253042495519	-2.82240577129453
1.01589005072461	-3.24599229102211
1.0277159852068	-3.15980686186793
1.02067590004781	-2.6515082147143
1.04159270839759	-2.72391988473955
1.02551494904216	-2.55180438672782
1.03634902298575	-3.29407364634715
0.737597086128723	-2.61154376323941
1.03169409140792	-2.88823455806445
1.03436634531876	-3.23118714382002
1.03731883082038	-3.20927595559972
1.05389667412994	-3.11051345592043
1.0499961756114	-3.26507049669942
1.05720290453746	-3.19260833773581
1.07792030615906	-2.90234756484665
1.04958372894954	-2.78705296880155
0.721289192682612	-2.5805390017326
1.06072676642826	-2.83320094929932
1.05184701402369	-2.95090179596104
1.06908559078209	-2.64381970832112
1.07635933972848	-3.25405442761125
1.06358989532069	-3.14263794891946
1.0784589921998	-3.2254085321571
1.0911847011871	-2.58822913143275
1.07960979269895	-2.77282134902359
1.0739707094763	-3.28836316681816
1.08675796901059	-2.86086842733499
0.718652435314901	-2.52933085777784
1.08416731139926	-3.31853009991719
1.09269372231343	-3.14588147085269
1.0913275946487	-2.94370337959439
1.08307940269318	-2.69242973741011
1.09710615720927	-2.73511869286823
1.09763512856344	-3.2007910343868
1.10143287161899	-2.82145986453656
1.1114898804361	-3.30754438593095
0.723827176685504	-2.71604598659297
1.11095823124201	-2.65316313937949
1.10705094013061	-2.78414635458137
1.109298074992	-3.2790943614777
1.12175527419451	-3.24579473151497
1.11168714198626	-3.17882091461468
1.11834775204368	-2.99352329503583
1.13556461844539	-3.13005218555247
0.743585113430264	-2.98717843097678
1.13797341634199	-2.87485237682912
1.14116088087825	-2.52990342714679
1.13546808469157	-2.92517390799208
1.13765763915666	-2.83546838255064
1.13384784163162	-2.59180362487056
1.13650472732887	-2.76125630780523
1.14584260691434	-3.20746156914766
1.14415381521884	-3.09694377478609
1.14876250198115	-2.79994226378142
1.13753374896478	-3.16780321334254
1.14435330830796	-3.27454020961051
1.15447597720947	-3.31299550334614
1.16673519205102	-2.56959013464058
1.16525681246632	-2.61044437633188
1.15985173395559	-2.96642161659849
1.17463396499961	-2.90472853344769
1.17521546625407	-3.25180083773139
1.1709144862624	-3.11927493623517
1.17166384477965	-2.63401092005637
0.739670211799421	-3.30205433675724
1.18054977078959	-2.84666314480209
1.1934674181426	-3.2821829186143
1.19945369977917	-3.21538621249347
1.19466286429009	-3.31437793147739
1.18522149791017	-2.65719037306465
1.19095338514238	-2.52947066845608
1.19613250538826	-2.50609244501197
1.20576788361858	-2.88430563544041
1.20903363644631	-2.94389619595727
0.743924969200883	-2.8788478308591
1.22331411193253	-3.33117355345156
1.23208542976825	-2.52178350532989
1.2335027961612	-3.28219103103326
1.24003515705888	-2.8732606620571
1.24946534138671	-3.25208194518306
1.25403277300188	-3.19819462530927
1.26544089908833	-3.31054869605578
0.712130483293166	-3.28789253604736
0.741635431961491	-2.73300934771643
1.26923111070629	-2.78620173482785
1.26557567459232	-2.7422145214748
1.26771633021604	-3.3743615456028
1.26167114551259	-2.64706795882182
1.27301723857706	-3.14885469882321
1.27963652187554	-2.93953296155447
0.75195685248201	-2.56408651986896
1.28582233921158	-3.23681863499787
1.29577766682875	-3.33477835382463
1.29517213514238	-2.83002987898239
1.2996048562789	-2.70200443702005
1.30559274392559	-3.28389209960771
1.31413325253548	-3.19003167791332
1.32182629456572	-3.39821345634122
1.32909927284718	-3.1425272585798
1.31103728630153	-2.7770947335015
0.752619723633856	-2.65278307579485
1.327361002304	-3.25451012971155
1.34204691176264	-3.35925353920028
1.32354282365014	-3.22696297954902
1.33597758760902	-3.31897334642505
1.3364755084654	-2.73570010924556
1.33347292929565	-2.7605579152079
1.3335006713266	-2.68022107964029
0.744492661591892	-2.94680592733499
1.36899580564678	-2.70276174119
1.33769194674525	-3.28792746088697
1.36603270348457	-2.66117575987646
1.36373728953652	-3.21185257430766
1.38745703930041	-3.17318372979828
1.39158978119362	-3.40350530318817
1.37068827866384	-3.31032517199656
1.36076012856343	-3.27977237487055
1.3868652475	-3.2479734592922
0.748289944384688	-2.85451426987357
1.37491328854478	-2.74258414609257
1.37086147991479	-3.0999737578942
1.37806535362078	-2.62423849083959
1.37116454032815	-2.51021757248085
1.38442490129071	-3.13060422856373
1.38878656689125	-2.55941052936145
1.39113859578245	-3.28092255160867
1.38986065400591	-2.53311265072785
1.40639414298651	-3.34840829949281
1.40521638901494	-2.59561597463017
0.760769602967017	-2.82190786272468
1.39810854907974	-2.50977237487056
1.39958660535668	-3.09441912295863
1.40362744736596	-3.2153285231111
1.424754381437	-2.64169867246395
1.41385189628732	-3.29590883126048
1.4188741963962	-2.69148215916023
1.42414250969841	-2.53579956284985
1.43705034480816	-3.13092690249449
0.751880333589895	-2.75496060858418
1.43949078434319	-3.23854082401984
1.42853128319006	-3.08365186452153
1.44339012639831	-3.17961474911276
1.43748943599587	-3.0417389605969
1.43618533348147	-2.57632510924555
1.44528414476714	-2.50995502822703
1.4584496608443	-3.29967130387327
1.46370073617818	-3.35032817339716
1.44391695726714	-2.9716713669616
1.45818848995643	-2.69218506081382
0.753617983806599	-2.52610308226987
1.45615785583617	-3.10353391606374
1.45515979961607	-3.06845840769053
1.45345396700684	-2.9089975738682
1.46397284786168	-2.54984484608766
1.46256773317717	-2.5721539719065
1.48234631864148	-2.64585069801367
1.48178960066409	-2.53368373205737
1.47816959118025	-2.59807233471285
0.768224799978881	-2.91305678433747
1.47186936589824	-2.8683525734526
1.47245058131934	-2.88920343109595
1.4924588250875	-3.23898386593005
1.48781379587443	-3.16305325572322
1.48431481606344	-3.04662784362056
1.49105992844029	-3.1114755864623
1.50721745344954	-2.71118505372164
1.50449178102556	-2.51349366985161
0.765691413577443	-2.78583250595423
1.50845730118248	-2.77330055567412
1.51138512856344	-3.29617536966222
1.52490876638395	-3.08709984882888
1.52464993119501	-3.16528995299556
1.52806496717562	-3.01541783168269
1.5385867718824	-2.95723884462117
1.51794054774773	-2.84066258092229
1.54714781102643	-2.58703967030641
1.53007970332131	-2.67218618672739
1.54230935241964	-2.53451036251352
0.761846722074893	-3.2138608916883
1.53236987942254	-2.81000745460638
1.5437456796387	-2.63448023117336
1.53891026600557	-2.88583031757889
1.5483081838692	-3.14572708766282
1.5382157393589	-2.92244549276828
1.53829637212014	-2.73092602741566
1.54406963654216	-2.76614080904609
1.55794622791603	-2.85315373225352
1.56609298045419	-3.06320142227077
1.56654496514028	-2.81050440690025
0.76445105844148	-3.18983501778214
1.5607933049333	-2.69876731814967
1.56302949359003	-2.73805424820832
1.58002139258868	-3.11813622863546
1.57720922130537	-2.91773135924556
1.58357051992646	-3.01249877658698
1.58921786576223	-2.64629169433591
1.57476403481343	-2.50802432799556
1.58538136412449	-2.75747841988912
1.60000405556539	-2.72381503844478
1.59865017628511	-2.78179674563718
0.768822408493016	-2.5128567993864
1.5849926032256	-2.96203958348542
1.60194713340498	-2.8780120865783
1.59147011186496	-2.69091540027608
1.60134768021633	-2.53791149870836
